asset_id,department,section_id,division,asset_type,defect_type,defect_severity,days_overdue,due_date,estimated_block_duration_hours,repeat_defect_count,sla_flag,asset_criticality_class,safety_risk_flag,priority_score
SIG-SEC-01-0167,Signal & Telecom,SEC-01,Ambala,Block Instrument,Signal Aspect Failure,Minor,-1,2026-08-30,1.7,2,False,Trunk Route,False,24.2
SIG-SEC-05-0168,Signal & Telecom,SEC-05,Moradabad,Signal,Relay Failure,Minor,7,2026-08-22,1.5,0,False,Branch Line,False,17.2
SIG-SEC-05-0169,Signal & Telecom,SEC-05,Moradabad,Level Crossing Gate,Axle Counter Fault,Minor,-11,2026-09-09,2.0,3,False,Branch Line,False,22.5
SIG-SEC-06-0170,Signal & Telecom,SEC-06,Moradabad,Block Instrument,Block Instrument Fault,Minor,-15,2026-09-13,0.6,3,False,Trunk Route,False,27.5
SIG-SEC-06-0171,Signal & Telecom,SEC-06,Moradabad,Cable,Point Machine Failure,Minor,-14,2026-09-12,1.9,0,False,Trunk Route,False,17.5
SIG-SEC-08-0172,Signal & Telecom,SEC-08,Firozpur,Level Crossing Gate,Level Crossing Gate Fault,Critical,23,2026-08-06,5.3,0,True,Trunk Route,True,85.3
SIG-SEC-07-0173,Signal & Telecom,SEC-07,Firozpur,Interlocking,Interlocking Fault,Minor,9,2026-08-20,0.9,3,False,Trunk Route,False,33.5
SIG-SEC-01-0174,Signal & Telecom,SEC-01,Ambala,Block Instrument,Point Machine Failure,Critical,14,2026-08-15,2.8,3,True,Trunk Route,True,89.3
SIG-SEC-04-0175,Signal & Telecom,SEC-04,Delhi,Level Crossing Gate,Axle Counter Fault,Minor,0,2026-08-29,0.5,0,False,Trunk Route,False,17.5
SIG-SEC-06-0176,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Interlocking Fault,Critical,23,2026-08-06,5.4,0,True,Branch Line,False,60.3
SIG-SEC-03-0177,Signal & Telecom,SEC-03,Delhi,Cable,Signal Aspect Failure,Minor,1,2026-08-28,2.0,0,False,Branch Line,False,13.2
SIG-SEC-02-0178,Signal & Telecom,SEC-02,Ambala,Axle Counter,Block Instrument Fault,Critical,16,2026-08-13,4.4,1,True,Branch Line,True,79.0
SIG-SEC-06-0179,Signal & Telecom,SEC-06,Moradabad,Level Crossing Gate,Block Instrument Fault,Major,11,2026-08-18,2.2,1,False,Branch Line,True,53.7
SIG-SEC-03-0180,Signal & Telecom,SEC-03,Delhi,Point Machine,Axle Counter Fault,Minor,-3,2026-09-01,1.0,1,False,Branch Line,True,35.8
